epoch;loss;val_loss
7;7.38754940032959;12.025864601135254
8;7.4303297996521;12.071677207946777
9;7.299779415130615;12.37089729309082
10;7.541670799255371;12.864791870117188
11;7.574228286743164;12.2169189453125
12;7.307230472564697;12.425359725952148
13;7.163923740386963;12.659930229187012
14;7.250317096710205;12.899101257324219
15;7.395549774169922;12.631627082824707
16;7.288229465484619;12.3028564453125
17;7.176713466644287;12.897789001464844
18;7.209629535675049;12.75293254852295
19;6.041633129119873;11.728165626525879
20;5.828358173370361;11.700823783874512
21;5.545623779296875;11.569733619689941
22;5.322166442871094;11.727184295654297
23;5.393939018249512;11.587677001953125
24;4.9643659591674805;11.536272048950195
25;5.146903991699219;11.449074745178223
26;4.966355800628662;11.509995460510254
27;5.025839328765869;11.579297065734863
28;4.9715070724487305;11.658451080322266
29;4.932749271392822;11.502623558044434
30;4.829640865325928;11.694112777709961
31;4.863451957702637;11.469297409057617
32;4.736557483673096;11.464323043823242
33;4.746888637542725;11.574158668518066
34;4.813998699188232;11.45750617980957
35;4.752426624298096;11.516529083251953
36;4.6463189125061035;11.563525199890137
37;4.6856465339660645;11.492362976074219
38;4.60536003112793;11.59203815460205
39;4.461437225341797;11.547398567199707
40;4.579623222351074;11.380175590515137
41;4.4770402908325195;11.42844295501709
42;4.471521377563477;11.460826873779297
43;4.486380577087402;11.620357513427734
44;4.475022792816162;11.647404670715332
45;4.344996452331543;11.37964153289795
46;4.279159069061279;11.59245491027832
47;4.443791389465332;11.760683059692383
48;4.31582498550415;11.62759017944336
49;4.257233619689941;11.752534866333008
50;4.3676533699035645;11.7847261428833
51;4.33420991897583;11.611457824707031
52;4.31051778793335;11.613907814025879
53;4.181977272033691;11.691558837890625
54;4.238725185394287;11.578804016113281
55;4.159842014312744;11.679641723632812
56;4.342432498931885;11.75085735321045
57;4.131171703338623;11.665771484375
58;4.165631294250488;11.66114330291748
59;4.122895240783691;11.62780475616455
60;4.187970161437988;11.544778823852539
61;3.9350874423980713;11.411032676696777
62;3.882401704788208;11.4512357711792
63;3.7815933227539062;11.460310935974121
64;3.804718494415283;11.44851016998291
65;3.8885867595672607;11.431768417358398
0;5.695201396942139;13.143805503845215
1;5.974145412445068;12.771979331970215
2;6.181964874267578;13.098468780517578
3;6.262008190155029;12.674430847167969
4;6.48166561126709;13.130511283874512
5;6.306105613708496;13.110540390014648
6;6.341358661651611;12.994263648986816
7;6.208741188049316;12.412063598632812
8;6.357944488525391;12.827740669250488
9;6.402482509613037;12.411327362060547
10;6.455589294433594;13.654770851135254
11;6.544554233551025;12.615041732788086
12;6.291759490966797;12.726140022277832
13;6.318469524383545;12.786969184875488
14;6.2138237953186035;12.78836727142334
15;6.485393047332764;13.210470199584961
16;6.358057498931885;12.843585968017578
17;6.329249858856201;12.806295394897461
18;6.330865859985352;13.046411514282227
19;6.447381019592285;12.802311897277832
20;6.7228169441223145;13.006763458251953
21;6.570621490478516;12.84128189086914
22;6.502200126647949;12.711517333984375
23;6.678237438201904;13.029568672180176
24;6.357732772827148;12.758047103881836
25;5.432898044586182;11.970911979675293
26;5.035886764526367;11.60391616821289
27;4.8170013427734375;11.709939956665039
28;4.8543477058410645;11.707188606262207
29;4.72572660446167;11.572077751159668
30;4.565920829772949;11.833266258239746
31;4.61737060546875;11.830692291259766
32;4.438961505889893;11.680482864379883
33;4.430516719818115;11.7824068069458
34;4.4438581466674805;11.822388648986816
35;4.368211269378662;11.737377166748047
36;4.29603385925293;11.901789665222168
37;4.265275955200195;11.570253372192383
38;4.268656253814697;11.699856758117676
39;4.032717227935791;11.881484031677246
40;4.113696575164795;11.701733589172363
41;4.080718517303467;11.483367919921875
