epoch;loss;val_loss
0;142.0074005126953;112.58729553222656
1;96.23843383789062;71.25192260742188
2;67.50064849853516;47.69645309448242
3;49.89514923095703;35.15134048461914
4;40.7937126159668;30.540061950683594
5;35.315834045410156;25.23880386352539
6;31.47431755065918;22.70199966430664
7;28.463462829589844;21.95620346069336
8;26.627561569213867;20.57386589050293
9;25.15169334411621;19.22770118713379
10;23.7409610748291;18.77713966369629
11;22.339706420898438;17.6492977142334
12;21.448238372802734;16.853130340576172
13;20.408077239990234;17.078815460205078
14;19.800640106201172;16.334754943847656
15;19.11920166015625;16.00823211669922
16;18.534278869628906;16.0036563873291
17;17.847335815429688;15.8369722366333
18;17.34745979309082;15.004318237304688
19;16.736751556396484;14.75121021270752
20;16.537416458129883;14.4879789352417
21;16.051572799682617;14.504969596862793
22;15.654695510864258;14.402626037597656
23;15.418902397155762;14.400415420532227
24;14.824153900146484;14.180856704711914
25;14.83205795288086;13.921518325805664
26;14.377907752990723;13.806344032287598
27;14.213190078735352;13.994980812072754
28;13.913883209228516;13.52901554107666
29;13.789616584777832;13.937010765075684
30;13.458806991577148;13.60636043548584
31;13.272834777832031;13.31125545501709
32;13.028855323791504;13.549310684204102
33;12.789237022399902;13.6714448928833
34;12.735886573791504;13.040139198303223
35;12.477603912353516;12.96102523803711
36;12.33154296875;13.444324493408203
37;12.255417823791504;12.672318458557129
38;12.115970611572266;13.44318962097168
39;11.635855674743652;13.019917488098145
40;11.65771770477295;12.737992286682129
41;11.450636863708496;12.855522155761719
42;11.38472843170166;12.620497703552246
43;11.224556922912598;12.81455135345459
44;11.093119621276855;12.864387512207031
45;10.905952453613281;12.555356979370117
46;10.805665969848633;12.554436683654785
47;10.873414993286133;12.851583480834961
48;10.719942092895508;12.587285995483398
49;10.359209060668945;12.518138885498047
50;10.551161766052246;12.514135360717773
51;10.37584400177002;13.145309448242188
52;10.568049430847168;12.954546928405762
53;10.167792320251465;12.763477325439453
54;10.151366233825684;12.927144050598145
55;10.003438949584961;12.853052139282227
56;10.150715827941895;12.560239791870117
57;9.85073184967041;12.497761726379395
58;9.872319221496582;12.612252235412598
59;9.789817810058594;13.033318519592285
60;9.749749183654785;12.38759994506836
61;9.459774017333984;12.73204517364502
62;9.455343246459961;12.52005672454834
63;9.328669548034668;12.909393310546875
64;9.236641883850098;12.502988815307617
65;9.487374305725098;12.644148826599121
66;9.340107917785645;12.506982803344727
67;9.055814743041992;12.74814510345459
68;8.971685409545898;12.777430534362793
69;9.089603424072266;12.875986099243164
70;8.891094207763672;12.96767807006836
71;8.833809852600098;12.52556037902832
72;8.869789123535156;12.2748441696167
73;8.94877815246582;12.214205741882324
74;8.732978820800781;12.730594635009766
75;8.872642517089844;12.88989543914795
76;8.54367446899414;12.465910911560059
77;8.515791893005371;12.07657241821289
78;8.33320140838623;12.458831787109375
79;8.537492752075195;12.237569808959961
80;8.650564193725586;12.34262466430664
81;8.272711753845215;13.059503555297852
82;8.372672080993652;12.264862060546875
83;8.378050804138184;12.67874526977539
84;8.244330406188965;12.674636840820312
85;8.267756462097168;12.297712326049805
86;7.992074012756348;12.273033142089844
87;8.243844032287598;12.509381294250488
88;8.17828369140625;12.182506561279297
89;8.012595176696777;12.274449348449707
90;8.091449737548828;12.662301063537598
91;7.889594078063965;12.55325698852539
92;7.9198689460754395;12.110174179077148
93;6.888974666595459;11.618780136108398
94;6.254729270935059;11.345476150512695
95;6.057638645172119;11.140268325805664
96;6.093079090118408;11.1180419921875
97;5.738857269287109;11.119112968444824
98;5.808473110198975;11.145252227783203
99;5.719963073730469;11.067305564880371
100;5.6537699699401855;10.926870346069336
101;5.787813186645508;11.202221870422363
102;5.5964226722717285;10.982155799865723
103;5.612676620483398;10.98143196105957
104;5.6242241859436035;11.104635238647461
105;5.295956611633301;11.10313606262207
106;5.303565502166748;11.236948013305664
107;5.230239391326904;11.287793159484863
108;5.3127970695495605;11.313182830810547
109;5.221838474273682;11.253934860229492
110;5.224846363067627;11.191302299499512
111;5.190037727355957;11.030411720275879
112;5.282553672790527;11.134696960449219
113;5.22256326675415;11.249180793762207
114;4.989504814147949;11.17283821105957
115;5.046640872955322;11.20434856414795
116;5.009190559387207;11.026570320129395
117;4.878435134887695;11.021101951599121
118;4.759754180908203;10.97330379486084
119;4.854697227478027;10.997997283935547
120;4.74522066116333;11.005516052246094
0;7.283497333526611;12.897604942321777
1;7.39785099029541;12.24020767211914
2;7.535978317260742;12.897266387939453
3;7.543574810028076;11.88961124420166
4;7.766903400421143;12.654038429260254
5;7.571387767791748;12.479805946350098
6;7.678013324737549;12.38254451751709
